molecule_chembl_id,IC50,units,smiles,pIC50
CHEMBL429852,60.0,nM,CC(C)C[C@@H](NC(=N)N)C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(OCc4ccc(C(=O)O)o4)c(Cl)c3Cl)nn2C)CC1,7.221848749616356
CHEMBL106187,6000.0,nM,N=C(N)N[C@@H](C(=O)NCC(=O)N1CCC(c2cc(-c3cccc(Cl)c3Cl)n[nH]2)CC1)C1CCCCC1,5.221848749616356
CHEMBL3646774,3.0,nM,O=C(Nc1c(F)cccc1F)c1ccc(-c2cc(C(F)(F)F)ccc2Cl)s1,8.522878745280337
CHEMBL3646775,14.0,nM,Cc1cnccc1NC(=O)c1ccc(-c2cc(C(F)(F)F)ccc2Cl)s1,7.853871964321762
CHEMBL3646776,6.4,nM,COC(=O)c1ccc(C)c(-c2ccc(C(=O)Nc3c(F)cccc3F)s2)c1,8.193820026016112
CHEMBL3646777,58.5,nM,COC(=O)c1ccc(C)c(-c2ccc(C(=O)Nc3ccncc3C)s2)c1,7.232844133917819
CHEMBL3646778,16.5,nM,O=C(Nc1ccc(-c2cccc(C(F)(F)F)c2)s1)c1c(F)cccc1F,7.782516055786093
CHEMBL3646779,103.6,nM,COC(=O)c1ccc(C)c(-c2ccc(NC(=O)c3c(F)cccc3F)s2)c1,6.984640244590786
CHEMBL3646780,94.8,nM,Cc1ccc(-c2ncco2)cc1-c1ccc(NC(=O)c2c(F)cccc2F)s1,7.023191662661934
CHEMBL3646781,87.0,nM,COC(=O)c1cccc(-c2sc(NC(=O)c3c(F)cccc3F)cc2C)c1,7.060480747381382
CHEMBL3646782,164.4,nM,O=C(Nc1ccc(-c2cccc(-c3cnco3)c2)s1)c1c(F)cccc1F,6.784098186795968
CHEMBL4102828,7700.0,nM,Cn1c(Cc2nn(C)c(=O)c3ccccc23)nnc1SCC(=O)Nc1ccc(Cl)cc1Cl,5.113509274827518
CHEMBL4867872,30000.0,nM,CCOC(CCn1c(Cc2nn(C)c(=O)c3ccccc23)nnc1SCC(=O)Nc1ccc(Cl)cc1Cl)OCC,4.522878745280337
CHEMBL4864820,8600.0,nM,Cn1nc(Cc2nnc(SCC(=O)Nc3ccc(Cl)cc3Cl)n2CCC=O)c2ccccc2c1=O,5.0655015487564325
CHEMBL4849548,30000.0,nM,Cn1nc(Cc2nnc(SCC(=O)Nc3ccc(Cl)cc3Cl)n2CCCO)c2ccccc2c1=O,4.522878745280337
CHEMBL4857570,30000.0,nM,Cn1nc(Cc2nnc(SCC(=O)Nc3ccc(Cl)cc3Cl)n2CCC(=O)O)c2ccccc2c1=O,4.522878745280337
CHEMBL4878149,30000.0,nM,Cn1c(Cc2nn(CCC3OCCO3)c(=O)c3ccccc23)nnc1SCC(=O)Nc1ccc(Cl)cc1Cl,4.522878745280337
CHEMBL4848978,30000.0,nM,Cn1c(Cc2nn(CCC=O)c(=O)c3ccccc23)nnc1SCC(=O)Nc1ccc(Cl)cc1Cl,4.522878745280337
CHEMBL4875914,30000.0,nM,Cn1c(Cc2nn(CCCO)c(=O)c3ccccc23)nnc1SCC(=O)Nc1ccc(Cl)cc1Cl,4.522878745280337
CHEMBL4856031,30000.0,nM,Cn1c(Cc2nn(CCC(=O)O)c(=O)c3ccccc23)nnc1SCC(=O)Nc1ccc(Cl)cc1Cl,4.522878745280337
CHEMBL4849059,30000.0,nM,CN(C)CCCn1nc(Cc2nnc(SCC(=O)Nc3ccc(Cl)cc3Cl)n2C)c2ccccc2c1=O,4.522878745280337
CHEMBL4103753,350.0,nM,Cn1c(Cc2nn(C)c(=O)c3ccccc23)nnc1SCCCCCCCC(=O)Nc1ccc(Cl)cc1Cl,6.455931955649724
CHEMBL4868024,30000.0,nM,CCOC(CCn1c(Cc2nn(C)c(=O)c3ccccc23)nnc1SCCCCCCCC(=O)Nc1ccc(Cl)cc1Cl)OCC,4.522878745280337
CHEMBL4851186,960.0,nM,Cn1nc(Cc2nnc(SCCCCCCCC(=O)Nc3ccc(Cl)cc3Cl)n2CCC=O)c2ccccc2c1=O,6.017728766960431
CHEMBL4846844,450.0,nM,Cn1nc(Cc2nnc(SCCCCCCCC(=O)Nc3ccc(Cl)cc3Cl)[nH]2)c2ccccc2c1=O,6.346787486224656
CHEMBL4869889,30000.0,nM,Cn1nc(Cc2nnc(SCCCCCCCC(=O)Nc3ccc(Cl)cc3Cl)n2CCCO[Si](C)(C)C(C)(C)C)c2ccccc2c1=O,4.522878745280337
CHEMBL4858180,30000.0,nM,Cn1nc(Cc2nnc(SCCCCCCCC(=O)Nc3ccc(Cl)cc3Cl)n2CCCO)c2ccccc2c1=O,4.522878745280337
CHEMBL4864898,14300.0,nM,Cn1nc(Cc2nnc(SCCCCCCCC(=O)Nc3ccc(Cl)cc3Cl)n2CCC(=O)O)c2ccccc2c1=O,4.844663962534939
CHEMBL4878834,30000.0,nM,CN(C)CCCn1c(Cc2nn(C)c(=O)c3ccccc23)nnc1SCCCCCCCC(=O)Nc1ccc(Cl)cc1Cl,4.522878745280337
CHEMBL4863838,30000.0,nM,Cn1c(Cc2nn(CCCO[Si](C)(C)C(C)(C)C)c(=O)c3ccccc23)nnc1SCCCCCCCC(=O)Nc1ccc(Cl)cc1Cl,4.522878745280337
CHEMBL4847472,21900.0,nM,Cn1c(Cc2nn(CCC=O)c(=O)c3ccccc23)nnc1SCCCCCCCC(=O)Nc1ccc(Cl)cc1Cl,4.6595558851598815
CHEMBL4852416,30000.0,nM,Cn1c(Cc2nn(CCCO)c(=O)c3ccccc23)nnc1SCCCCCCCC(=O)Nc1ccc(Cl)cc1Cl,4.522878745280337
