molecule_chembl_id,IC50,units,smiles,pIC50
CHEMBL276717,1290.0,nM,Cc1nnnn1C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(c1ccc(F)cc1)c1ccc(F)cc1.[Na+],5.889410289700751
CHEMBL503,39.0,nM,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,7.4089353929735005
CHEMBL503,0.05,nM,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,10.301029995663981
CHEMBL162642,0.014,nM,CC(C)c1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1-c1ccccc1.[Na+],10.853871964321762
CHEMBL348798,0.002,nM,CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1C(C)C.[Na+],11.698970004336019
CHEMBL159951,0.018,nM,CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1C1CCCCC1.[Na+],10.744727494896694
CHEMBL345375,6.0,nM,Cc1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1C(C)C.[Na+],8.221848749616356
CHEMBL159103,5.0,nM,Cc1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(C)n1-c1ccccc1.[Na+],8.301029995663981
CHEMBL2375156,0.83,nM,Cc1c(/C=C/[C@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1-c1ccccc1.[Na+],9.080921907623926
CHEMBL163277,0.27,nM,Cc1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1C(C)C.[Na+],9.568636235841012
CHEMBL2375155,0.106,nM,CC(C)c1c(/C=C/[C@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1C1CCCCC1.[Na+],9.97469413473523
CHEMBL160102,0.05,nM,CC(C)c1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1C(C)C.[Na+],10.301029995663981
CHEMBL161829,0.57,nM,Cc1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(C)n1-c1ccccc1.[Na+],9.244125144327509
CHEMBL2110171,0.01,nM,CC(C)c1c(CCC(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1-c1ccccc1.[Na+],11.0
CHEMBL133834,1500.0,nM,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C(C)O)C3=CCC4C(C)(C)[C@@H](O)CC[C@]4(C)C3CC[C@]12C,5.823908740944319
CHEMBL133834,20000.0,nM,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C(C)O)C3=CCC4C(C)(C)[C@@H](O)CC[C@]4(C)C3CC[C@]12C,4.698970004336019
CHEMBL133434,1000.0,nM,CC(=O)[C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CCC1C2=CCC2C(C)(C)[C@@H](O)CC[C@]12C,6.0
CHEMBL133434,20000.0,nM,CC(=O)[C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CCC1C2=CCC2C(C)(C)[C@@H](O)CC[C@]12C,4.698970004336019
CHEMBL133834,3000.0,nM,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C(C)O)C3=CCC4C(C)(C)[C@@H](O)CC[C@]4(C)C3CC[C@]12C,5.522878745280337
CHEMBL133834,20000.0,nM,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C(C)O)C3=CCC4C(C)(C)[C@@H](O)CC[C@]4(C)C3CC[C@]12C,4.698970004336019
CHEMBL74667,10000.0,nM,CC(C)(O)CCCCc1cccc(/C=C/[C@]2(C)CC[C@@H](O)CC2)c1,5.0
CHEMBL169046,300.0,nM,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,6.522878745280337
CHEMBL101824,6500.0,nM,Cc1cc(C)c(OCC2C[C@@H](O)CC(=O)O2)c(C(Cl)C2CCCCC2)c1,5.187086643357144
CHEMBL101497,250.0,nM,CC(C)c1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)nc2ccccc12.[Na+],6.6020599913279625
CHEMBL329307,55.0,nM,CC(C)c1cc(-c2ccc(F)cc2)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+],7.259637310505756
CHEMBL102168,0.5,nM,CC(C)c1cc(Sc2ccc(F)cc2)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+],9.301029995663981
CHEMBL102199,20000.0,nM,Cc1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(c2ccc(F)cc2)c2ccc(F)cc2)cc2ccccc12.[Na+],4.698970004336019
CHEMBL318707,1.8,nM,CC(C)c1cc(-c2ccc(F)cc2)c(OCC2C[C@@H](O)CC(=O)O2)c(C(C)C)c1,8.744727494896694
CHEMBL321076,1000.0,nM,CC(C)c1cc(SC(C)(C)Sc2cc(-c3ccc(F)cc3)c(OC[C@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c2)cc(-c2ccc(F)cc2)c1OC[C@H](O)C[C@@H](O)CC(=O)[O-].[Na+].[Na+],6.0
CHEMBL101600,15000.0,nM,CCC(C)(C)C(=O)NC(c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC(=O)[O-])C1CCCCC1.[Na+],4.823908740944319
CHEMBL103139,5000.0,nM,Cc1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)nc2ccccc12.[Na+],5.301029995663981
CHEMBL100165,30.0,nM,CC(C)c1cc(-c2ccc(F)cc2)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c1.[Na+],7.522878745280337
CHEMBL101831,1700.0,nM,CC(C)c1cc(SC(C)(C)Sc2cc(-c3ccc(F)cc3)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c2)cc(-c2ccc(F)cc2)c1[O-].[Na+].[Na+],5.769551078621726
CHEMBL101600,10000.0,nM,CCC(C)(C)C(=O)NC(c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC(=O)[O-])C1CCCCC1.[Na+],5.0
CHEMBL99838,100.0,nM,CC(C)c1cc(-c2ccccc2)cc(CC2CCCCC2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+],7.0
CHEMBL321768,5.6,nM,CC(C)c1c(O)c(C(C)C)c(C(C)C)c(OCC(O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+],8.2518119729938
CHEMBL503,50.0,nM,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,7.301029995663981
CHEMBL317142,3500.0,nM,CC(C)c1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(c2ccc(F)cc2)c2ccc(F)cc2)cc2ccccc12.[Na+],5.455931955649724
CHEMBL102112,5000.0,nM,Cc1nc2ccccc2c(-c2ccccc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+],5.301029995663981
CHEMBL321713,2500.0,nM,O=C([O-])C[C@H](O)CC(O)COc1c(Cl)cc(Cl)cc1C(F)(F)C1CCCCC1.[Na+],5.6020599913279625
CHEMBL317777,500.0,nM,CC(C)c1cc(C(C)(C)C)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+],6.301029995663981
CHEMBL323344,1700.0,nM,CCC(C)(C)OC(=O)C(c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC(=O)[O-])C1CCCCC1.[Na+],5.769551078621726
CHEMBL323344,12000.0,nM,CCC(C)(C)OC(=O)C(c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC(=O)[O-])C1CCCCC1.[Na+],4.920818753952375
CHEMBL177545,4.1,nM,CC(=O)[O-].CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c(C(C)C)c(O)c1-c1ccc(F)cc1.[Na+].[Na+],8.387216143280265
CHEMBL151437,8.0,nM,CCC[C@@H]1CC[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]1COC(=O)C(C)(C)CC,8.096910013008056
CHEMBL149702,1700.0,nM,CCC[C@@H]1CCC[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]1COC(=O)C(C)(C)CC,5.769551078621726
CHEMBL147231,4600.0,nM,CCC(C)(C)C(=O)OC[C@H]1CCCC[C@@H]1CCC(O)C[C@@H](O)CC(=O)O,5.337242168318426
CHEMBL149701,1500000.0,nM,C[C@H]1C=CC[C@H](COC(=O)C(C)(C)C)[C@H]1CCC(O)CC(O)CC(=O)O,2.8239087409443187
CHEMBL146964,4900.0,nM,CCC[C@@H]1CCC[C@H](/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]1COC(=O)C(C)(C)CC,5.309803919971486
CHEMBL2368189,26.0,nM,CC(C)c1nc(C2CCCCC2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,7.585026652029182
CHEMBL2368201,5000.0,nM,O=C1C[C@H](O)C[C@@H](/C=C/c2c(-c3ccc(F)cc3)cc(-c3ccccc3)nc2C2CCCCC2)O1,5.301029995663981
CHEMBL2368185,18.0,nM,CC(C)c1nc(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,7.7447274948966935
CHEMBL503,50.0,nM,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,7.301029995663981
CHEMBL2368188,5.0,nM,CC(C)c1nc(-c2ccccc2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,8.301029995663981
CHEMBL2368197,20.0,nM,CC(C)c1nc(C(C)(C)C)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,7.698970004336019
CHEMBL2111271,2000.0,nM,Cc1cc(-c2ccc(F)cc2)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(C)n1,5.698970004336019
CHEMBL2368190,4.8,nM,CC(C)c1nc(-c2ccc(F)cc2)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(C(C)C)n1,8.318758762624412
CHEMBL2368198,50.0,nM,Cc1cc(-c2ccc(F)cc2)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(C(C)C)n1,7.301029995663981
CHEMBL2111238,5000.0,nM,Cc1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C\[C@@H]1C[C@@H](O)CC(=O)O1,5.301029995663981
CHEMBL2111268,90.0,nM,Cc1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,7.045757490560675
CHEMBL2368199,5.0,nM,CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,8.301029995663981
CHEMBL156695,370.0,nM,CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1CCC1C[C@@H](O)CC(=O)O1,6.431798275933005
CHEMBL2368200,10.0,nM,CC(C)c1cc(-c2ccccc2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,8.0
CHEMBL2368205,20.0,nM,Cc1ccc(C)c(-c2cc(-c3ccc(F)cc3)c(/C=C/[C@@H]3C[C@@H](O)CC(=O)O3)c(C(C)C)n2)c1,7.698970004336019
CHEMBL2368194,150.0,nM,COc1ccc(-c2cc(-c3ccccc3)nc(C(C)C)c2/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)cc1,6.823908740944319
CHEMBL2368202,7.5,nM,CC(C)c1nc(-c2ccc(F)cc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,8.1249387366083
CHEMBL2368191,9.5,nM,CC(C)c1nc(C2CCCCC2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,8.022276394711152
CHEMBL503,20.0,nM,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,7.698970004336019
CHEMBL65037,110.0,nM,CC(C)c1nn(-c2ccccn2)c(-c2ccc(F)cc2)c1CCC(O)C[C@@H](O)CC(=O)[O-].[Na+],6.958607314841775
CHEMBL303515,20.0,nM,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CCC(O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],7.698970004336019
CHEMBL333443,18.0,nM,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C21,7.7447274948966935
CHEMBL54440,28.4,nM,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,7.546681659952962
CHEMBL2367477,24.0,nM,CC(C)c1nn(-c2ccccn2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],7.619788758288394
CHEMBL2367475,62.0,nM,CC(C)c1nn(-c2ccc3ccccc3n2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],7.2076083105017466
CHEMBL2367477,8.0,nM,CC(C)c1nn(-c2ccccn2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],8.096910013008056
CHEMBL2367472,7.0,nM,CC(C)c1nn(-c2cnccn2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],8.154901959985743
CHEMBL3349825,19.7,nM,CCC(C)(C)C(=O)O[C@@H]1C2C(=C[C@H](C)[C@H]1[C@@H](O)c1ccccc1)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1,7.705533773838407
CHEMBL2367478,7.0,nM,CC(C)c1nn(-c2ccccc2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],8.154901959985743
CHEMBL2367471,59.0,nM,CC(C)c1nn(-c2nc3ccccc3s2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],7.229147988357855
CHEMBL1144,30.0,nM,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,7.522878745280337
CHEMBL3349824,13.3,nM,CCC(C)(C)C(=O)O[C@@H]1C2C(=C[C@H](C)[C@@H]1O)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1,7.876148359032914
CHEMBL3349827,7.6,nM,CCC(C)(C)C(=O)O[C@@H]1C2C(=C[C@H](C)[C@H]1[C@H](C)O)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1,8.119186407719209
CHEMBL2367472,66.0,nM,CC(C)c1nn(-c2cnccn2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],7.180456064458132
CHEMBL2367470,17.0,nM,O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C(F)(F)F)nn(-c2ccccn2)c1-c1ccc(F)cc1.[Na+],7.769551078621726
CHEMBL64962,40.0,nM,CC(C)c1nn(-c2ccccc2)c(-c2ccc(F)cc2)c1CCC(O)C[C@@H](O)CC(=O)[O-].[Na+],7.3979400086720375
CHEMBL690,30.0,nM,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],7.522878745280337
CHEMBL3349828,10.8,nM,CCC(C)(C)C(=O)O[C@@H]1C2C(=C[C@H](C)[C@H]1CO)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1,7.966576244513051
CHEMBL3349544,12.1,nM,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C21,7.91721462968355
CHEMBL50444,4000.0,nM,CC(O)(CC(=O)O)CC(=O)O,5.3979400086720375
CHEMBL1064,11.2,nM,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,7.950781977329818
CHEMBL1496,5.4,nM,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.267606240177031
CHEMBL1161645,8.4,nM,Cc1cc(F)ccc1-c1c(-c2ccc(F)cc2)nc(C(C)C)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.075720713938118
CHEMBL1161650,7.52,nM,Cc1cc(-c2c(-c3ccc(F)cc3)nc(C(C)C)n2/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)cc(C)c1F,8.123782159408357
CHEMBL1161653,7.0,nM,CCc1cc(-c2c(-c3ccc(F)cc3)nc(C(C)C)n2/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)cc(CC)c1F,8.154901959985743
CHEMBL1161657,8.7,nM,Cc1cc(-c2nc(C(C)C)n(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c2-c2ccc(F)cc2)cc(C)c1Cl,8.060480747381382
CHEMBL1161662,9.0,nM,CC(C)c1nc(-c2cccnc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.045757490560675
CHEMBL1161641,8.7,nM,CC(C)c1nc(-c2cccc(S(C)(=O)=O)c2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.060480747381382
CHEMBL1161647,8.52,nM,CNc1cccc(-c2nc(C(C)C)n(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c2-c2ccc(F)cc2)c1,8.0695604052333
CHEMBL1161659,6.15,nM,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@H](O)C[C@H](O)CC(=O)O,8.211124884224583
CHEMBL1161663,5.7,nM,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@H](O)C[C@@H](O)CC(=O)O,8.244125144327509
CHEMBL333760,9.0,nM,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.045757490560675
CHEMBL1161644,8.7,nM,CC(C)c1cc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.060480747381382
CHEMBL1161649,8.7,nM,CC(C)c1cc(-c2ccccc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.060480747381382
CHEMBL1161654,8.7,nM,CC(C)c1cc(-c2cccc(Cl)c2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.060480747381382
CHEMBL1161658,9.3,nM,CC(C)c1cc(-c2cccc(Br)c2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.031517051446064
CHEMBL1161661,8.3,nM,CC(C)c1cc(-c2ccncc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.080921907623926
CHEMBL1161665,8.7,nM,CC(C)c1cc(-c2ccccn2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.060480747381382
CHEMBL1161642,9.52,nM,CC(C)c1c(Br)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.021363051615525
CHEMBL1161646,7.6,nM,CC(C)c1cc(-c2ccc(F)cc2)c(-c2ccccc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.119186407719209
CHEMBL1161651,7.15,nM,CC(C)c1cc(-c2ccc(F)cc2)c(-c2cccc(Cl)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.145693958198919
CHEMBL1161655,7.16,nM,CC(C)c1cc(-c2ccc(F)cc2)c(-c2cccc(Br)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.145086977692145
CHEMBL1161644,6.98,nM,CC(C)c1cc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.156144577376839
CHEMBL54440,23.0,nM,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,7.638272163982407
CHEMBL1064,11.0,nM,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,7.958607314841775
CHEMBL2220442,28.0,nM,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,7.552841968657781
CHEMBL1477,10.0,nM,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,8.0
CHEMBL1487,6.0,nM,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,8.221848749616356
CHEMBL1496,5.0,nM,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.301029995663981
CHEMBL1161639,7.89,nM,O=C(O)C[C@H](O)C[C@H](O)/C=C/n1c(C(F)(F)F)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,8.10292299679058
CHEMBL1161643,7.0,nM,Cc1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.154901959985743
CHEMBL1161648,8.15,nM,CC(C)(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.088842391260023
CHEMBL1161652,8.04,nM,CN(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.094743951251548
CHEMBL1161656,9.0,nM,CC(C)c1c(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.045757490560675
CHEMBL1161660,8.1,nM,CC(C)c1nc(-c2ccc(F)cc2)c(-c2cccc(Cl)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.09151498112135
CHEMBL1161664,7.66,nM,CC(C)c1nc(-c2ccc(F)cc2)c(-c2cc(Cl)cc(Cl)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.115771230367397
CHEMBL1161640,7.25,nM,Cc1cc(C)cc(-c2c(-c3ccc(F)cc3)nc(C(C)C)n2/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1,8.139661993429007
CHEMBL1064,49.0,nM,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,7.309803919971486
CHEMBL391002,3.0,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)N(C)Cc1ccccc1,8.522878745280337
CHEMBL387514,3.5,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c1C(=O)N(Cc1ccccc1)CCC2.[Na+],8.455931955649724
CHEMBL228955,0.3,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c1C(=O)N(c1ccccc1)CCC2.[Na+],9.522878745280337
CHEMBL228954,11.7,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3[nH]c(=O)c21.[Na+],7.931814138253839
CHEMBL389443,4.7,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3n(Cc3ccc(F)cc3)c(=O)c21.[Na+],8.327902142064282
