molecule_chembl_id,IC50,units,smiles,pIC50
CHEMBL68920,41.0,nM,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,7.3872161432802645
CHEMBL68920,300.0,nM,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,6.522878745280337
CHEMBL68920,7820.0,nM,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,5.106793246940152
CHEMBL69960,170.0,nM,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,6.769551078621726
CHEMBL69960,40.0,nM,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,7.3979400086720375
CHEMBL69960,440.0,nM,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,6.356547323513812
CHEMBL137635,9300.0,nM,CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,5.031517051446065
CHEMBL306988,500000.0,nM,CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1,3.3010299956639813
CHEMBL66879,3000000.0,nM,O=C(O)/C=C/c1ccc(O)cc1,2.5228787452803374
CHEMBL77085,96000.0,nM,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],4.017728766960432
CHEMBL443268,5310.0,nM,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)N(C)c2ncnc(Nc3ccc(F)c(Cl)c3)c21,5.274905478918531
CHEMBL76979,264000.0,nM,COc1cc(/C=C(\C#N)C(=O)O)cc(OC)c1O,3.5783960731301687
CHEMBL76589,125.0,nM,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1,6.903089986991944
CHEMBL77724,1250000.0,nM,COc1cc(C=C(C#N)C#N)cc(OC)c1,2.9030899869919438
CHEMBL420385,625000.0,nM,N#CC(C#N)=Cc1ccc(N2CCOCC2)cc1,3.2041199826559246
CHEMBL76904,35000.0,nM,N#CC(C#N)=Cc1ccc(O)c(O)c1,4.455931955649724
CHEMBL1009,900000.0,nM,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,3.0457574905606752
CHEMBL304271,0.45,nM,CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,9.346787486224656
CHEMBL296407,10000.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,5.0
CHEMBL309625,60000.0,nM,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c([N+](=O)[O-])c1,4.221848749616356
CHEMBL77825,600000.0,nM,COc1ccc(NN=C(C#N)C#N)cc1,3.221848749616356
CHEMBL421877,850000.0,nM,COc1cc(C=C(C#N)C#N)cc(OC)c1O,3.070581074285707
CHEMBL310798,3000.0,nM,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,5.522878745280337
CHEMBL135592,8000.0,nM,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,5.096910013008056
CHEMBL309866,1300000.0,nM,N#C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)O,2.886056647693163
CHEMBL77381,1360000.0,nM,N#C/C(=C/c1ccc[nH]1)C(=O)O,2.8664610916297826
CHEMBL76602,165000.0,nM,N#C/C(=C\c1ccc(O)cc1)C(=O)O,3.7825160557860937
CHEMBL77737,250000.0,nM,N#CC(C#N)=Cc1ccncc1,3.6020599913279625
CHEMBL76983,1250000.0,nM,N#CC(C#N)=Cc1ccc(F)cc1,2.9030899869919438
CHEMBL308134,125000.0,nM,N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1,3.9030899869919438
CHEMBL136491,14.0,nM,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.853871964321762
CHEMBL77280,1250000.0,nM,CC(=C(C#N)C#N)c1ccc(N)cc1,2.9030899869919438
CHEMBL76557,625000.0,nM,N#CCNC(=O)/C(C#N)=C/c1ccc(O)cc1,3.2041199826559246
CHEMBL336113,1000.0,nM,Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,6.0
CHEMBL133024,100.0,nM,C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.0
CHEMBL344652,13350.0,nM,CN(C)/N=N/c1ccc2ncnc(N(C)c3ccccc3)c2c1,4.874518734299406
