molecule_chembl_id,IC50,units,smiles,pIC50
CHEMBL13771,1331.0,nM,CCc1c2c(nc3cnc(C#CCN(C)C)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,5.875821944525325
CHEMBL65,700.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,6.154901959985743
CHEMBL268290,9328.0,nM,CCc1c2c(nc3cnc(C(=O)NCCN(C)C)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,5.030211462585061
CHEMBL276460,232.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cnc(CN)cc1c2C,6.634512015109101
CHEMBL543237,19200.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(/N=C/N(C)C)cccc3nc2-1.Cl,4.716698771296451
CHEMBL542775,6600.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N/C=N/C)cccc3nc2-1.Cl,5.180456064458132
CHEMBL274070,4200.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,5.376750709602099
CHEMBL13355,1461.0,nM,CCc1c2c(nc3c[n+](C)ccc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.[I-],5.835349784065703
CHEMBL13523,505.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cnc(C#CCN)cc1c2C,6.296708621881338
CHEMBL1607,1080.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1.Cl,5.966576244513051
CHEMBL275134,190.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1c[n+]([O-])c(CN)cc1c2C,6.721246399047171
CHEMBL275538,1494.0,nM,CCc1c2c(nc3cnc(CCCN(C)C)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,5.82564940252062
CHEMBL543000,20400.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(NC=N)cccc3nc2-1.Cl,4.690369832574101
CHEMBL13787,268.0,nM,CCc1c2c(nc3cnc(C#N)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,6.5718652059712115
CHEMBL545578,2200.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(/N=C/N(C)c4ccccc4)cccc3nc2-1.Cl,5.657577319177793
CHEMBL555409,3500.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(/N=C(\C)N(C)C)cccc3nc2-1.Cl,5.455931955649724
CHEMBL268978,1075.0,nM,CCc1c2c(nc3cnc(C#CCN)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,5.968591535748375
CHEMBL540086,3600.0,nM,CCc1c2c(nc3cccc(/N=C/N(C)C)c13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl,5.443697499232712
CHEMBL12926,336.0,nM,CCc1c2c(nc3cnccc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,6.4736607226101555
CHEMBL13527,1184.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc[n+]([O-])cc3nc2-1,5.926648297613099
CHEMBL13746,71.0,nM,CCc1c2c(nc3cnc(C(=N)NO)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,7.1487416512809245
CHEMBL13227,217.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1c[n+]([O-])c(CNC(=O)OC(C)(C)C)cc1c2C,6.663540266151471
CHEMBL273734,122.0,nM,CCc1c2c(nc3cnc(Br)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,6.913640169325252
CHEMBL13349,33.0,nM,CCc1c2c(nc3cnc(C(=N)N)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,7.481486060122112
CHEMBL13998,143.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cnc(C#N)cc1c2C,6.844663962534939
CHEMBL13935,28.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cnc(Br)cc1c2C,7.552841968657781
CHEMBL13190,1113.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cnc(C#CCN3CCOCC3)cc1c2C,5.953504835665291
CHEMBL554038,42000.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(/N=C/N(C)C)ccc3nc2-1.Cl,4.376750709602099
CHEMBL13495,383.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccncc3nc2-1,6.416801226031377
CHEMBL13707,949.0,nM,CCOC(=O)c1cc2c(CC)c3c(nc2cn1)-c1cc2c(c(=O)n1C3)COC(=O)[C@]2(O)CC,6.022733787572707
CHEMBL540090,69000.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(/N=C/N4CCOCC4)cccc3nc2-1.Cl,4.161150909262744
CHEMBL13848,167.0,nM,CCc1c2c(nc3cnc(CN)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,6.777283528852417
CHEMBL286882,2300.0,nM,O=C1NC(=O)c2c1c1c3ccc(O)cc3[nH]c1c1c2c2ccc(O)cc2n1C1OC(CO)C(O)C(O)C1O,5.638272163982407
CHEMBL36659,36000.0,nM,O=C1NC(=O)c2c1c1c([nH]c3cccc(O)c31)c1c2c2c(O)cccc2n1C1OC(CO)C(O)C(O)C1O,4.443697499232712
CHEMBL21108,13000.0,nM,O=C1NC(=O)c2c1c1c3cccc(O)c3[nH]c1c1c2c2cccc(O)c2n1C1OC(CO)C(O)C(O)C1O,4.886056647693163
CHEMBL38194,1500.0,nM,O=C1NC(=O)c2c1c1c3cc(O)ccc3[nH]c1c1c2c2cc(O)ccc2n1C1OC(CO)C(O)C(O)C1O,5.823908740944319
CHEMBL341028,416.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3.O=C(O)C(F)(F)F,6.380906669373258
CHEMBL335455,15.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CCl)OCO3,7.823908740944319
CHEMBL338843,11.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CCl)OCCO3,7.958607314841775
CHEMBL307794,78.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4c(cc3nc2-1)OCO4,7.107905397309519
CHEMBL65,679.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,6.168130225719498
CHEMBL84,1028.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,5.988006885340743
CHEMBL128315,300.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCO3.O=C(O)C(F)(F)F,6.522878745280337
CHEMBL53605,200000.0,nM,Nc1[nH]c(Nc2ccc(Cl)c(Cl)c2)nc2ncnc1-2,3.6989700043360187
CHEMBL51613,200000.0,nM,Oc1[nH]c(Nc2ccc(Cl)c(Cl)c2)nc2ncnc1-2,3.6989700043360187
CHEMBL53912,200000.0,nM,Nc1nc(Cl)cc(Nc2ccc(Cl)c(Cl)c2)n1,3.6989700043360187
CHEMBL9196,126000.0,nM,C=CCC/C=C/C(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,3.899629454882437
